mstat,rev_total_mois,age_grp,bancarise,a_assurance,logem,Stg_formel
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Veuf(ve),0.0,65+,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),72239.703,25-34,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,0,0,Proprietaire sans titre,0
Marié(e),0.0,55-64,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,18-24,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,25-34,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,25-34,1,0,Autre,0
Marié(e),0.0,18-24,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,55-64,1,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,0,0,Proprietaire sans titre,0
Veuf(ve),0.0,65+,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,18-24,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,18-24,0,0,Autre,0
Marié(e),0.0,25-34,1,0,Autre,0
Marié(e),0.0,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Union libre,0.0,18-24,0,0,Autre,0
Union libre,71147.914,25-34,1,0,Autre,0
Célibataire,0.0,18-24,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,0,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,18-24,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Union libre,66748.609,25-34,1,0,Autre,0
Union libre,0.0,18-24,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,65+,1,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,0,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,0,0,Proprietaire sans titre,0
Célibataire,0.0,18-24,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Autre,0
Union libre,0.0,25-34,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Union libre,0.0,25-34,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Veuf(ve),0.0,45-54,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Veuf(ve),0.0,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,18-24,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,18-24,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,1,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,1,0,Proprietaire titre,0
Marié(e),0.0,25-34,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,25-34,0,0,Proprietaire titre,0
Veuf(ve),0.0,65+,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,45-54,1,0,Proprietaire titre,0
Marié(e),0.0,45-54,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,1
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,1,0,Proprietaire titre,0
Célibataire,40000.0,18-24,0,0,Proprietaire titre,0
Célibataire,0.0,18-24,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,35-44,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),49525.457,35-44,0,0,Autre,0
Célibataire,112924.0,25-34,1,0,Autre,1
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),60000.0,25-34,1,0,Autre,0
Marié(e),0.0,18-24,0,0,Autre,0
Marié(e),52170.215,45-54,0,0,Autre,0
Célibataire,15000.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,45-54,0,0,Autre,0
Marié(e),0.0,25-34,1,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,0,0,Proprietaire titre,0
Marié(e),50000.0,45-54,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,25-34,1,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Marié(e),0.0,25-34,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Célibataire,0.0,25-34,1,0,Locataire,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,18-24,1,0,Autre,0
Marié(e),0.0,18-24,1,0,Autre,0
Union libre,0.0,35-44,1,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Union libre,0.0,45-54,1,0,Locataire,0
Marié(e),0.0,25-34,0,0,Autre,0
Marié(e),75000.0,25-34,1,0,Autre,0
Marié(e),0.0,45-54,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),65000.0,45-54,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,55-64,1,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,1,0,Locataire,0
Marié(e),0.0,25-34,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),65000.0,35-44,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,45-54,1,0,Autre,0
Marié(e),0.0,35-44,0,0,Autre,0
Séparé,0.0,45-54,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),39886.434,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),64990.504,45-54,0,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,0,0,Proprietaire sans titre,0
Marié(e),84132.68,55-64,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,55-64,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,0,0,Locataire,0
Marié(e),0.0,25-34,1,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Marié(e),0.0,65+,0,0,Proprietaire titre,0
Célibataire,0.0,18-24,0,0,Proprietaire titre,0
Marié(e),0.0,65+,1,0,Proprietaire titre,0
Célibataire,69856.82,18-24,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,72047.094,18-24,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),91306.602,45-54,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,0,0,Proprietaire titre,0
Marié(e),0.0,25-34,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),78263.008,25-34,1,0,Autre,0
Marié(e),0.0,18-24,0,0,Autre,0
Marié(e),0.0,55-64,0,0,Locataire,0
Marié(e),0.0,55-64,1,0,Locataire,0
Marié(e),0.0,25-34,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,25-34,0,0,Autre,0
Marié(e),0.0,35-44,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,25-34,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,35-44,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),75000.0,45-54,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,35-44,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,25-34,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Marié(e),0.0,18-24,0,0,Locataire,0
Marié(e),100000.0,35-44,1,0,Locataire,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),60000.0,25-34,1,0,Autre,1
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,25-34,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,55-64,1,0,Autre,0
Célibataire,52000.0,18-24,1,0,Autre,1
Célibataire,0.0,18-24,1,0,Autre,0
Marié(e),0.0,45-54,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,55-64,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,55-64,1,0,Autre,0
Célibataire,0.0,25-34,1,0,Autre,0
Célibataire,0.0,18-24,0,0,Autre,0
Marié(e),0.0,45-54,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,1,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,1,0,Proprietaire sans titre,0
Veuf(ve),0.0,65+,0,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,0,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,1,0,Proprietaire sans titre,0
Marié(e),0.0,65+,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,25-34,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,45-54,1,0,Locataire,0
Marié(e),0.0,35-44,1,0,Locataire,0
Marié(e),0.0,25-34,1,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Marié(e),0.0,25-34,1,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Marié(e),230000.0,25-34,1,0,Locataire,1
Marié(e),0.0,25-34,1,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Marié(e),140000.0,25-34,1,0,Locataire,1
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Veuf(ve),0.0,65+,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,60000.0,35-44,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,45-54,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,25-34,1,0,Autre,0
Marié(e),0.0,35-44,1,0,Autre,0
Marié(e),0.0,45-54,1,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,18-24,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,0,0,Locataire,0
Marié(e),0.0,25-34,1,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,65+,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,25-34,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,18-24,0,0,Autre,0
Célibataire,0.0,18-24,1,0,Autre,0
Marié(e),0.0,35-44,1,0,Locataire,0
Marié(e),0.0,18-24,0,0,Locataire,0
Marié(e),0.0,65+,1,0,Proprietaire titre,0
Marié(e),0.0,55-64,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,72047.094,18-24,0,0,Locataire,0
Marié(e),0.0,18-24,0,0,Locataire,0
Marié(e),0.0,25-34,1,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Marié(e),0.0,25-34,0,0,Locataire,0
Marié(e),0.0,45-54,1,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Marié(e),0.0,25-34,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,25-34,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),108333.34,25-34,0,0,Autre,0
Marié(e),0.0,25-34,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,18-24,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,18-24,0,0,Autre,0
Séparé,0.0,55-64,1,0,Proprietaire titre,0
Marié(e),30000.0,55-64,1,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Marié(e),60000.0,45-54,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Veuf(ve),0.0,35-44,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Veuf(ve),0.0,25-34,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Union libre,0.0,35-44,1,0,Autre,0
Union libre,0.0,18-24,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),75000.0,35-44,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,35-44,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,18-24,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,55-64,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,18-24,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,25-34,1,0,Autre,0
Marié(e),0.0,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,25-34,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,55-64,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,18-24,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,18-24,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,55-64,1,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,65+,0,0,Proprietaire sans titre,0
Marié(e),0.0,55-64,0,0,Proprietaire sans titre,0
Union libre,0.0,25-34,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Union libre,0.0,35-44,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,65+,0,0,Proprietaire sans titre,0
Marié(e),0.0,55-64,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Veuf(ve),0.0,55-64,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,18-24,1,0,Proprietaire titre,0
Veuf(ve),0.0,35-44,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Veuf(ve),0.0,35-44,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,18-24,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,25-34,1,0,Autre,0
Célibataire,0.0,55-64,0,0,Proprietaire titre,0
Marié(e),0.0,18-24,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,25-34,1,0,Autre,0
Marié(e),0.0,35-44,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,35-44,0,0,Autre,0
Marié(e),0.0,35-44,0,0,Autre,0
Célibataire,0.0,18-24,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,1,0,Proprietaire titre,0
Célibataire,0.0,18-24,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,35-44,1,0,Autre,0
Marié(e),0.0,18-24,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,18-24,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),41666.691,25-34,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),36372.121,18-24,0,0,Autre,0
Marié(e),60000.0,35-44,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,65+,0,0,Proprietaire titre,0
Marié(e),0.0,55-64,0,0,Proprietaire titre,0
Marié(e),0.0,65+,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,18-24,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,1,0,Proprietaire sans titre,0
Marié(e),0.0,18-24,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,45-54,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,25-34,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
